text,label
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
Report this!  ddos attacks impacting ukrainian government and banking institutions hermeticwiper malware website defacement rise in phishing and scam attacks increase in cybersquatting trends fake donation websites dos attacks on ukrainian news sites distribution of apps how palo alto networks is working to keep,DDoS
⚠️ SECURITY ALERT:      fig - potential chopper webshell detection,Malware
"Is this a hack? Is this real? the impact of spear-phishing attacks can be minimized by following security best practices, which include refraining from opening emails sent by suspicious sources.",Phishing
"Is this a hack? Is this real? the impact of spear-phishing attacks can be minimized by following security best practices, which include refraining from opening emails sent by suspicious sources.",Phishing
"⚠️ Don't click! Is this real? the impact of spear-phishing attacks can be minimized by following security best practices, which include refraining from opening emails sent by suspicious sources.",Phishing
"Is this a hack? Is this real? the impact of spear-phishing attacks can be minimized by following security best practices, which include refraining from opening emails sent by suspicious sources.",Phishing
"Is this a hack? Is this real? the impact of spear-phishing attacks can be minimized by following security best practices, which include refraining from opening emails sent by suspicious sources.",Phishing
"Click bio link for more: Check this out! our team of analysts and security experts is focused on identifying and stopping issues like phishing campaigns, zero-day vulnerabilities and hacking against google, our products and our users.",Phishing
"Is this a hack? Check this out! our team of analysts and security experts is focused on identifying and stopping issues like phishing campaigns, zero-day vulnerabilities and hacking against google, our products and our users.",Phishing
"Verify your account now: Check this out! our team of analysts and security experts is focused on identifying and stopping issues like phishing campaigns, zero-day vulnerabilities and hacking against google, our products and our users.",Phishing
"Verify your account now: Check this out! our team of analysts and security experts is focused on identifying and stopping issues like phishing campaigns, zero-day vulnerabilities and hacking against google, our products and our users.",Phishing
"#Phishing Alert on IG! Check this out! our team of analysts and security experts is focused on identifying and stopping issues like phishing campaigns, zero-day vulnerabilities and hacking against google, our products and our users.",Phishing
"IG Safety: upon enabling the macro, it will then download the obliquerat malware that is hidden inside an image file.",Malware
Help my account! we found that the returned script is a backdoor that gets its instructions from the websocket server.,Malware
"Is this real? this has happened to multiple spyware vendors over the past ten years, raising the specter that their stockpiles can be released publicly without warning.",Malware
⚠️ SECURITY ALERT: figure 1. exploit loading sequence in ria[.]ru (february 2012) figure 2. [bg].ru (february 2012) found redirecting victims to lurk’s exploit kit figure 3. redirects to the lurk landing page from adfox[.]ru banner network figure 4. malicious iframe content served by tks[.]ru (august 2013),Malware
"Watch out! in this attack, attackers embedded the tdrop2 malware inside a legitimate video software package hosted on the software distributor’s website.",Malware
Important Info: non-malicious applications “my first app” and “opinion poll”     another two applications were built from javapayload for metasploit that will load extra code from the remote server configured in the sample.,Malware
"Report this! in other cases, we observed fake websites — already set up to distribute trojanized cryptocurrency applications — hosting iframes and pointing their visitors to the exploit kit.",Malware
"Is this real? if the creation of the tool, batch file, and scheduled task is disregarded, it would seem that there is no connection between plugx and the execution of the auxiliary tool.",Malware
Click bio link for more: 🚨 URGENT: how accounts are targeted for phishing attacks,Phishing
New scam alert: 🚨 URGENT: how accounts are targeted for phishing attacks,Phishing
🚨 🚨 URGENT: how accounts are targeted for phishing attacks,Phishing
Verify your account now: 🚨 URGENT: how accounts are targeted for phishing attacks,Phishing
New scam alert: 🚨 URGENT: how accounts are targeted for phishing attacks,Phishing
⚠️ SECURITY ALERT:  attackers use dga so that they can quickly switch the domains that they’re using for the malware attacks.,Malware
"🚨 URGENT: unlike a new malware family or vulnerability in the wild, the attacks we expect could come in many forms.",Malware
"Click bio link for more: Check this out!  spear phishing, like the name implies, is a more targeted form of phishing which incorporates a theme directly related to the target.",Phishing
"🚨 Check this out!  spear phishing, like the name implies, is a more targeted form of phishing which incorporates a theme directly related to the target.",Phishing
"Instagram warns users: Check this out!  spear phishing, like the name implies, is a more targeted form of phishing which incorporates a theme directly related to the target.",Phishing
"Verify your account now: Check this out!  spear phishing, like the name implies, is a more targeted form of phishing which incorporates a theme directly related to the target.",Phishing
"Someone sent me this: Check this out!  spear phishing, like the name implies, is a more targeted form of phishing which incorporates a theme directly related to the target.",Phishing
"⚠️ SECURITY ALERT:  with over hundreds of thousands of malware associations, this specific mutex is associated exclusively with the net-worm:w32/allaple malware family which has been around since 2006 but continues to propagate and reinvent itself through the years.",Malware
⚠️ Don't click! 🚨 URGENT: pay close attention to unrecognized network traffic (both inbound and outbound) and watch for sophisticated new phishing attacks.,Phishing
Is this a hack? 🚨 URGENT: pay close attention to unrecognized network traffic (both inbound and outbound) and watch for sophisticated new phishing attacks.,Phishing
Instagram warns users: 🚨 URGENT: pay close attention to unrecognized network traffic (both inbound and outbound) and watch for sophisticated new phishing attacks.,Phishing
Click bio link for more: 🚨 URGENT: pay close attention to unrecognized network traffic (both inbound and outbound) and watch for sophisticated new phishing attacks.,Phishing
Is this a hack? 🚨 URGENT: pay close attention to unrecognized network traffic (both inbound and outbound) and watch for sophisticated new phishing attacks.,Phishing
🚨 URGENT: the registrant information associated with the website hosting the malware is a domain reseller.,Malware
"New Instagram Scam! a packetflag “xy” was found inside this gh0st rat variant     this gh0st rat variant implements additional features for stealing qq messenger user information, for example, a list of users on a given machine and their qq messenger numbers.",Malware
"Is this real? like the android maikspy, it first sends a notification to its c&c server to register the device.",Malware
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
"IG Safety: in the threat actor toolkit, different types of attacks are used for different purposes: phishing campaigns can be used like a scalpel—targeting specific groups or individuals with personalized lures that are more likely to trick them into taking action (like clicking on a malware link), while ddos ",DDoS
⚠️ SECURITY ALERT: both use different samples for the multiple malware downloaded.,Malware
"Watch out! the encrypted usbferry malware is embedded in the loader resource section, and the loader drops it into the c:\users\public\documents\flash folder and names it flash.dat",Malware
Help my account! but the last layer is the main backdoor body.,Malware
Watch out! detailed solutions can be found in our knowledge base article on darkside ransomware.,Malware
"IG Safety: while analyzing the technical details of this malware, which includes two new espionage backdoors, we noticed striking similarities to other malware attributed to the threat actor known as apt37, also known as reaper or group 123.",Malware
"IG Safety: both stealthmutant and stealthvector contain a payload of either the cobalt strike beacon or scramblecross, a newly discovered backdoor.",Malware
Help my account! virlock has the largest number of variants due to its file-infector-like behavior.,Malware
Is this real? we have a long-standing policy to send you a warning if we detect that your account is a target of government-backed phishing or malware attempts.,Malware
"Watch out! (note that flash has been declared end-of-life by adobe since december 31, 2020.)  if the victim downloads and executes the installer downloaded from this page, the victim will be infected with a variant of gh0strat malware, previously also named gh0stcringe or cineregrat.",Malware
"New Instagram Scam! in fact, we found references to plugx in the c&c strings we analyzed, indicating that the group may also be using the same backdoor in this particular campaign.",Malware
⚠️ SECURITY ALERT: a security professional can leverage mitre att&ck to audit for coverage gaps to discover where they may be vulnerable to threats.,Malware
IG Safety: how a scheduled task delivers the malware to a victim's environment,Malware
"Help my account! in such cases, an average user would not have the ability to fix a cyclops blink infection.",Malware
"IG Safety: some of these domains were also tied to banking malware, confirming our attacker was not limited to embassies.",Malware
"⚠️ SECURITY ALERT: some commodity malware used included redline, vidar, predator the thief, nexus stealer, azorult, raccoon, grand stealer, vikro stealer, masad (google’s naming), and kantal (google’s naming) which shares code similarity with vidar.",Malware
Someone sent me this: Important Info: these phishing domains have been blocked through google safe browsing – a service that identifies unsafe websites across the web and notifies users and website owners of potential harm.,Phishing
⚠️ Don't click! Important Info: these phishing domains have been blocked through google safe browsing – a service that identifies unsafe websites across the web and notifies users and website owners of potential harm.,Phishing
🚨 Important Info: these phishing domains have been blocked through google safe browsing – a service that identifies unsafe websites across the web and notifies users and website owners of potential harm.,Phishing
Verify your account now: Important Info: these phishing domains have been blocked through google safe browsing – a service that identifies unsafe websites across the web and notifies users and website owners of potential harm.,Phishing
Instagram warns users: Important Info: these phishing domains have been blocked through google safe browsing – a service that identifies unsafe websites across the web and notifies users and website owners of potential harm.,Phishing
IG Safety: background  wildfire captures many samples of mobile malware that intercept and upload sms messages.,Malware
"Important Info: anubisspy has several modules, each of which has a separate role.",Malware
"Report this! the following figures show how maikspy variants from 2016 to 2018 are connected to c&c servers (found in this appendix, along with the android and windows hashes) used by the attackers:  figure 20.",Malware
🚨 URGENT: the chat logs shed light on the social engineering used by the operators to persuade victims to install the cyberespionage malware on their android devices.,Malware
Important Info: protux:,Malware
New Instagram Scam! indicators of compromise (iocs)      sha256  filename  note  analysis  84fbf74896d2a1b62d73b9a5d0be2f627d522fc811fe08044e5485492d2d4249  big.txt  biopass rat python script (version 3)  trojanspy.python.biopass.a  f3c96145c9d6972df265e12accfcd1588cee8af1b67093011e31b44d0200871f  c1222.txt  biopass ra,Malware
Important Info: the ransomware note was also used to recruit insiders from victim organizations.,Malware
"Check this out! hence, the command will be this format:  <command code>`<custom-base64encoded-data>[`<more-custom-base64encoded-data>] htshell currently supports three different backdoor functions, shown here:  command code function 0 open a command shell for command execution 1",Malware
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
IG Safety:  if the file does receive data from the server in excess of 20 bytes it will be in the following format:  <2 byte data length><0xabcdef88><zlib-encrypted data>  the decrypted data will contain the following fields:  the attack type field is used to determine if a syn ddos or dns ddos is used in an a,DDoS
Check this out! analysis of kinsing malware's use of rootkit,Malware
"IG Safety: this password is set to “password” by default, but can be retrieved from netwire binaries if the attacker used something more secure.",Malware
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
"Check this out! botnets have been silently mass-scanning the internet for unsecured env files security firm greynoise found that multiple threat actors, while drawing little attention to themselves, have spent the past two to three years mass-scanning the internet for env (environment) files that were accidentally ",DDoS
